image_id,prompt,is_pos,l32_query,l32_detected,l32_cgf1,l32_iou,hard_layer,hard_query,hard_detected,hard_cgf1,hard_iou,moe_query,moe_detected,moe_cgf1,moe_iou,gated_layer,gated_query,gated_detected,gated_cgf1,gated_iou
8560000001,association football ball,True,0.9547916054725647,1,0.9919647077359383,0.984057517974367,31,0.9213019609451294,1,0.9916285985945196,0.9833961943113179,0.9021934270858765,1,0.9910001503554833,0.9821608503753743,32,0.9547916054725647,1,0.9919647077359383,0.984057517974367
4010000000,figure skate,True,0.8616479635238647,1,0.9724596648559314,0.9463956125085693,31,0.8608914613723755,1,0.9752371269180858,0.9516710182767624,0.8370392322540283,1,0.9714672075726842,0.9445174861951091,32,0.8616479635238647,1,0.9724596648559314,0.9463956125085693
10130000000,ice hockey stick,True,0.9343842267990112,1,0.8946715583508036,0.8094169340435284,31,0.8335654735565186,1,0.8491295239471213,0.7378150205567586,0.8800003528594971,1,0.8094746523020327,0.6799306321929687,32,0.9343842267990112,1,0.8946715583508036,0.8094169340435284
4380000001,clothing,True,0.8950188755989075,1,0.6369377990430622,0.4672844706543106,31,0.9064295887947083,1,0.67219068693477,0.5062403767774658,0.8780960440635681,1,0.7049154361943648,0.5443007012012828,32,0.8950188755989075,1,0.6369377990430622,0.4672844706543106
12790000000,obstacle,True,0.6854777336120605,1,0.5029844807003582,0.33599149388623073,31,0.7307689785957336,1,0.52154243860405,0.3527611831560542,0.7035430073738098,1,0.7750645665451079,0.632739118631798,32,0.6854777336120605,1,0.5029844807003582,0.33599149388623073
10270000001,tent,True,0.644393265247345,1,0.6669518736689687,0.500320926525459,31,0.6144700050354004,1,0.6944068268249699,0.5318707550655034,0.6222999095916748,1,0.5847132471728594,0.41314118570307484,32,0.644393265247345,1,0.6669518736689687,0.500320926525459
13200000000,sneaker,True,0.9738643169403076,1,0.9932912147840224,0.9866718452952841,31,0.9607297778129578,1,0.9912474487964473,0.982646782517457,0.9591105580329895,1,0.9928848348515373,0.9858702055242833,32,0.9738643169403076,1,0.9932912147840224,0.9866718452952841
6940000000,golf bag,True,0.8690018653869629,1,0.9010494752623688,0.819918144611187,31,0.8676340579986572,1,0.9170403587443946,0.8467908902691511,0.8408188223838806,1,0.9024943310657596,0.8223140495867769,32,0.8690018653869629,1,0.9010494752623688,0.819918144611187
10980000011,football helmet,True,0.8936242461204529,1,0.6872168318265511,0.5234808371154815,29,0.9238836169242859,1,0.8870690793818518,0.7970567291716116,0.9268509149551392,1,0.8801240741235928,0.785912129894938,32,0.8936242461204529,1,0.6872168318265511,0.5234808371154815
8910000009,ball,True,0.8600161671638489,1,0.9897755087219288,0.9797579817825722,31,0.8090823888778687,1,0.9955683008193106,0.9911757082451613,0.892348051071167,1,0.9944427352491033,0.9889468955260875,32,0.8600161671638489,1,0.9897755087219288,0.9797579817825722
11180000000,cycling glove,True,0.9224336743354797,1,0.9892714704326481,0.9787707000376364,31,0.911241352558136,1,0.9921901367170153,0.984501316036849,0.9211322069168091,1,0.9887057731995551,0.97766381632341,32,0.9224336743354797,1,0.9892714704326481,0.9787707000376364
7310000000,baseball shoes,True,0.8316038846969604,1,0.9282666451976491,0.8661358173076923,29,0.7992566227912903,1,0.9135879774577332,0.8409221902017291,0.8349796533584595,1,0.9177951250597419,0.8480789047548948,32,0.8316038846969604,1,0.9282666451976491,0.8661358173076923
3250000013,a single scull,True,0.7681906819343567,1,0.9024827105826161,0.8222947549752936,31,0.8105773329734802,1,0.9399508927507211,0.8867050463254476,0.7887412905693054,1,0.7890748470235442,0.6516297436583897,32,0.7681906819343567,1,0.9024827105826161,0.8222947549752936
13290000000,pool table,True,0.9689901471138,1,0.9590486589651597,0.9213193942492464,31,0.9497339725494385,1,0.9733642823475005,0.9481106741281033,0.9504101276397705,1,0.9732244707319483,0.9478454082614552,32,0.9689901471138,1,0.9590486589651597,0.9213193942492464
8250000000,snapback,True,0.9002180695533752,1,0.9543325984229605,0.912654059009269,31,0.8714801073074341,1,0.9569259023804478,0.9174093236178454,0.8612645268440247,1,0.9458584485503229,0.8972784036921406,32,0.9002180695533752,1,0.9543325984229605,0.912654059009269
3290000001,distinctive jersey used in professional cycling,True,0.8917524218559265,1,0.6105612531190678,0.4394301328429772,31,0.8897148370742798,1,0.6122832026609646,0.4412162509202349,0.8265378475189209,1,0.6124138924225332,0.44135199183546386,32,0.8917524218559265,1,0.6105612531190678,0.4394301328429772
2950000001,bridle,True,0.6854663491249084,1,0.876091347964529,0.779504051666362,31,0.6677248477935791,1,0.8727372840525844,0.7742093051654658,0.7896924018859863,1,0.8807429771593595,0.7868996657479622,32,0.6854663491249084,1,0.876091347964529,0.779504051666362
3760000000,bouldering mat,True,0.8200653791427612,1,0.8539655687133048,0.7451482655320627,31,0.7740910649299622,1,0.887507697044335,0.7977652471719653,0.7894054651260376,1,0.8797199202820193,0.7852678416842689,32,0.8200653791427612,1,0.8539655687133048,0.7451482655320627
4270000002,a surfboat,True,0.8283266425132751,1,0.9712847325756367,0.9441725648803505,31,0.6690437197685242,1,0.9685001080613789,0.9389241003614268,0.7418602705001831,1,0.962843208579204,0.9283487477917489,32,0.8283266425132751,1,0.9712847325756367,0.9441725648803505
6480000013,golf club,True,0.7870138883590698,1,0.46852425180598556,0.3059299191374663,31,0.8313562273979187,1,0.5004985044865404,0.3337765957446808,0.7060471177101135,1,0.0030016685252416847,0.0015030901518205025,32,0.7870138883590698,1,0.46852425180598556,0.3059299191374663
4970000003,the weight plate,True,0.7704922556877136,1,0.6333317429266664,0.46341293115486665,29,0.6656307578086853,1,0.6410256410256411,0.4716981132075472,0.739395260810852,1,0.6335320130744088,0.46362740959617277,32,0.7704922556877136,1,0.6333317429266664,0.46341293115486665
8470000000,outdoor pull-up bar,True,0.6695044040679932,1,0.5707797509695857,0.3993644446031349,31,0.6484699249267578,1,0.705962274405018,0.5455499947502888,0.6477341055870056,1,0.6962129152804994,0.5339927994686987,32,0.6695044040679932,1,0.5707797509695857,0.3993644446031349
40000007,the tracksuit bottoms,True,0.8199653625488281,1,0.9454723552459731,0.8965837547734544,31,0.8916122317314148,1,0.9628450106157113,0.9283520982599796,0.9234041571617126,1,0.955741755290579,0.9152350581215924,32,0.8199653625488281,1,0.9454723552459731,0.8965837547734544
1100000000,bicycle pannier,True,0.9513856768608093,1,0.9675481599116206,0.9371363605965358,31,0.9360957741737366,1,0.9643154101995566,0.9310898508061819,0.8912594318389893,1,0.953842918725686,0.9117587939698493,32,0.9513856768608093,1,0.9675481599116206,0.9371363605965358
7000000006,ball,True,0.8105525970458984,1,0.9789069990412272,0.9586854460093897,29,0.7905935049057007,1,0.9731630141802414,0.947728829034467,0.8571704626083374,1,0.9795286836467507,0.95987870305575,32,0.8105525970458984,1,0.9789069990412272,0.9586854460093897
9290000011,weight plate,True,0.7542674541473389,1,0.9174590145244773,0.8475051077363777,29,0.7338283061981201,1,0.9167015518942678,0.8462132974502294,0.8043839335441589,1,0.9505896697928337,0.9058322015995172,32,0.7542674541473389,1,0.9174590145244773,0.8475051077363777
880000011,a steering oar,True,0.6119475960731506,1,0.5204156548257751,0.35173098209855336,31,0.540813148021698,1,0.5362019954294632,0.3663087350544513,0.4633975625038147,0,0.0,0.0,32,0.6119475960731506,1,0.5204156548257751,0.35173098209855336
2440000005,paddle board,True,0.40193799138069153,0,0.0,0.0,31,0.4595511853694916,0,0.0,0.0,0.5610689520835876,1,0.0,0.0,31,0.4595511853694916,0,0.0,0.0
60000000,curb bit,True,0.9440434575080872,1,0.9615076658462086,0.9258688140723608,31,0.905754566192627,1,0.9557377049180328,0.9152276295133438,0.900955855846405,1,0.9661632127385552,0.9345413363533409,32,0.9440434575080872,1,0.9615076658462086,0.9258688140723608
1480000000,Air Jordan,True,0.7518980503082275,1,0.9904306584810709,0.9810427255951896,31,0.6590487360954285,1,0.9915968163032334,0.9833336827320182,0.6418417096138,1,0.9928833886544004,0.9858673538586735,32,0.7518980503082275,1,0.9904306584810709,0.9810427255951896
8300000002,the bouncy ball,True,0.7517178058624268,1,0.96718393150221,0.9364532185377009,29,0.5996643304824829,1,0.19061637957205754,0.10534879249485762,0.6648398041725159,1,0.2475770492991835,0.14127699548797523,32,0.7517178058624268,1,0.96718393150221,0.9364532185377009
740000000,basketball uniform,True,0.974020779132843,1,0.9419265419265419,0.8902279276919046,31,0.9581848978996277,1,0.9866695793965968,0.9736898837094707,0.955307126045227,1,0.9884874678041996,0.9772369954313688,32,0.974020779132843,1,0.9419265419265419,0.8902279276919046
11870000000,tipi,True,0.9583608508110046,1,0.9899818165476331,0.9801623701107567,31,0.9464221596717834,1,0.9863789260946,0.9731239330829635,0.9361082911491394,1,0.9829753980547299,0.9665207667293259,32,0.9583608508110046,1,0.9899818165476331,0.9801623701107567
7480000015,the basketball shoe,True,0.9203263521194458,1,0.968702381075786,0.9393043902169351,29,0.8529641628265381,1,0.9756571174863039,0.9524712224212275,0.860971212387085,1,0.9784209138142513,0.9577534691585786,32,0.9203263521194458,1,0.968702381075786,0.9393043902169351
1350000004,steering oar,True,0.837726354598999,1,0.9622800370463922,0.9273022312373225,31,0.7558975219726562,1,0.9635115909281111,0.929592248687929,0.7383728623390198,1,0.9532702658620127,0.9107128944292949,32,0.837726354598999,1,0.9622800370463922,0.9273022312373225
4080000001,helmet,True,0.8577423691749573,1,0.9930935207730356,0.9862817861053657,31,0.9049181938171387,1,0.9926560026872007,0.9854190875562068,0.9065536260604858,1,0.9926621960416624,0.9854312943890249,32,0.8577423691749573,1,0.9930935207730356,0.9862817861053657
8640000011,a football shirt,True,0.7965399026870728,1,0.9329412447614358,0.8743110350590362,31,0.8018835186958313,1,0.8866135629284235,0.796321504742226,0.8012961149215698,1,0.858798125388802,0.7525383058815867,32,0.7965399026870728,1,0.9329412447614358,0.8743110350590362
8400000000,fencing mask,True,0.9331009984016418,1,0.9761352471429521,0.9533829975288155,31,0.9086264967918396,1,0.9651463420553037,0.9326404121450012,0.9034909605979919,1,0.9664220566630124,0.9350258128988733,32,0.9331009984016418,1,0.9761352471429521,0.9533829975288155
11860000000,cricket bat,True,0.9520400762557983,1,0.9780327285663465,0.9570098337829606,31,0.9261487722396851,1,0.9777094542659492,0.956390977443609,0.929511308670044,1,0.9772516453906974,0.9555152457458754,32,0.9520400762557983,1,0.9780327285663465,0.9570098337829606
1990000007,sea kayak,True,0.8125630021095276,1,0.8874968679528941,0.7977477477477477,29,0.6486666202545166,1,0.8588002962231548,0.7525416396279472,0.6244836449623108,1,0.7572463768115942,0.60932944606414,32,0.8125630021095276,1,0.8874968679528941,0.7977477477477477
1210000008,the bicycle helmet,True,0.7643390893936157,1,0.8557267247153383,0.7478342308592836,29,0.7532030940055847,1,0.8473202614379085,0.7350873213880699,0.7538354992866516,1,0.8215355295398856,0.6971237149127874,32,0.7643390893936157,1,0.8557267247153383,0.7478342308592836
4390000000,swimfins,True,0.7816450595855713,1,0.9854297483953564,0.971277983793435,31,0.6382977366447449,1,0.9757387564691304,0.9526268445982875,0.671539306640625,1,0.9795975070118946,0.96001089152897,32,0.7816450595855713,1,0.9854297483953564,0.971277983793435
4850000000,horse jumping obstacles,True,0.9100139737129211,1,0.9298475217084217,0.8688925555663399,31,0.9087863564491272,1,0.9253569680369101,0.8610831136610327,0.9136582612991333,1,0.934508427110896,0.8770678726035869,32,0.9100139737129211,1,0.9298475217084217,0.8688925555663399
13160000013,a rowing blade,True,0.17548131942749023,0,0.0,0.0,29,0.16721110045909882,0,0.0,0.0,0.17660610377788544,0,0.0,0.0,29,0.16721110045909882,0,0.0,0.0
1730000006,a recurve bow,True,0.46698662638664246,0,0.0,0.0,31,0.5123966336250305,1,0.85720862426149,0.7501007116959849,0.6287371516227722,1,0.4610503674493637,0.29958769130424656,31,0.5123966336250305,1,0.85720862426149,0.7501007116959849
4900000009,the tennis ball,True,0.6010828614234924,1,0.9284467713787086,0.8664495114006515,31,0.5974941253662109,1,0.950875211744777,0.9063509149623251,0.7415496110916138,1,0.9587973273942093,0.9208556149732621,32,0.6010828614234924,1,0.9284467713787086,0.8664495114006515
13310000000,cap,True,0.9385989308357239,1,0.9850203925647018,0.9704829391141179,31,0.9020729064941406,1,0.9958949478426015,0.9918234608050651,0.8939088582992554,1,0.994257766619229,0.9885811032087841,32,0.9385989308357239,1,0.9850203925647018,0.9704829391141179
660000000,football shirt,True,0.9548958539962769,1,0.9962446196955254,0.9925173396264426,31,0.9319055080413818,1,0.9960078255282593,0.9920473992263111,0.9331740736961365,1,0.9943357139752858,0.9887352348026506,32,0.9548958539962769,1,0.9962446196955254,0.9925173396264426
3610000000,cycling glove,True,0.8888205885887146,1,0.9742926508508196,0.9498739105837459,29,0.84718918800354,1,0.981635409387703,0.9639331713188196,0.8557779788970947,1,0.967904538141036,0.937805245648198,32,0.8888205885887146,1,0.9742926508508196,0.9498739105837459
3090000000,fencing mask,True,0.8437880277633667,1,0.7800456451012447,0.6394055990447127,29,0.8520244359970093,1,0.4735711961826266,0.31024781175400706,0.8734306693077087,1,0.5081331214359166,0.3406021869223298,32,0.8437880277633667,1,0.7800456451012447,0.6394055990447127
4660000011,the rowing blade,True,0.16532780230045319,0,0.0,0.0,29,0.19342099130153656,0,0.0,0.0,0.19471293687820435,0,0.0,0.0,29,0.19342099130153656,0,0.0,0.0
9280000001,sports stick,True,0.8302372097969055,1,0.627276145458452,0.4569572703083425,31,0.7869719862937927,1,0.6145657959050671,0.4435907487259898,0.7922413349151611,1,0.6058861859252823,0.43460310041286904,32,0.8302372097969055,1,0.627276145458452,0.4569572703083425
10440000000,bowling ball,True,0.6509911417961121,1,0.7341705760657362,0.579991713088716,31,0.7568925023078918,1,0.7093078195133475,0.5495561453280864,0.752029538154602,1,0.8165931776990288,0.6900358881751891,32,0.6509911417961121,1,0.7341705760657362,0.579991713088716
11130000000,baseball,True,0.8922474384307861,1,0.6781692515171949,0.5130530155207815,31,0.9332689046859741,1,0.6838555589081498,0.5195900522444445,0.9360695481300354,1,0.9954282155091871,0.9908980432032936,32,0.8922474384307861,1,0.6781692515171949,0.5130530155207815
12100000000,golf ball,True,0.7362343072891235,1,0.32466541005425054,0.19379138471961221,31,0.7598246335983276,1,0.32657161155492637,0.19515123193193354,0.6254472136497498,1,0.8455601818783645,0.7324419762774274,32,0.7362343072891235,1,0.32466541005425054,0.19379138471961221
13400000000,bicycle helmet,True,0.9008123874664307,1,0.9922706846418187,0.9846599374645878,30,0.8833226561546326,1,0.9904952160656082,0.9811694127939675,0.9064908027648926,1,0.9926559684744013,0.985419020124681,32,0.9008123874664307,1,0.9922706846418187,0.9846599374645878
9750000011,NHL uniform,True,0.9417524337768555,1,0.9950120953807166,0.9900737021881412,31,0.9314405918121338,1,0.9950951907261678,0.9902382609207006,0.9453355669975281,1,0.9937252070007246,0.9875286690217632,32,0.9417524337768555,1,0.9950120953807166,0.9900737021881412
