image_id,prompt,is_pos,l32_query,l32_detected,l32_cgf1,l32_iou,hard_layer,hard_query,hard_detected,hard_cgf1,hard_iou,moe_query,moe_detected,moe_cgf1,moe_iou,gated_layer,gated_query,gated_detected,gated_cgf1,gated_iou
7520000000,a white plate,True,0.9390773773193359,1,0.6369807160003216,0.46733067057653743,31,0.863964855670929,1,0.696767392832045,0.534645456996495,0.8354482650756836,1,0.5961608969734243,0.42466468962728315,32,0.9390773773193359,1,0.6369807160003216,0.46733067057653743
440000004,long sleeve,True,0.8451727032661438,1,0.9312015942751031,0.8712602762946012,28,0.8491145372390747,1,0.9031732358624543,0.8234420105281033,0.8744828701019287,1,0.906759471201009,0.8294235781737385,32,0.8451727032661438,1,0.9312015942751031,0.8712602762946012
6120000008,the ground,True,0.5011852383613586,1,0.18578168859867414,0.10240316032042138,25,0.3508223593235016,0,0.0,0.0,0.425359845161438,0,0.0,0.0,32,0.5011852383613586,1,0.18578168859867414,0.10240316032042138
4850000003,grape,True,0.6224446892738342,1,0.588388270206452,0.4168201905579981,29,0.5657076239585876,1,0.5461184465184293,0.3756278805592205,0.5832836627960205,1,0.5788840527648056,0.40734470251427024,32,0.6224446892738342,1,0.588388270206452,0.4168201905579981
6800000006,teacher,True,0.9130844473838806,1,0.9439178515007899,0.893792071802543,30,0.9054139852523804,1,0.9489971911496575,0.9029444861215303,0.8692224025726318,1,0.9211211517843467,0.8537762634866554,32,0.9130844473838806,1,0.9439178515007899,0.893792071802543
840000000,a designated parking space,True,0.6952504515647888,1,0.8936765639885678,0.8077895983208051,25,0.5812936425209045,1,0.8341476173039702,0.7154830488702238,0.6262373328208923,1,0.9663939514671954,0.9349731968374061,32,0.6952504515647888,1,0.8936765639885678,0.8077895983208051
4050000007,a white cabinet,True,0.7483842372894287,1,0.6479352838890149,0.47921913512594666,22,0.6150677800178528,1,0.16322095545390075,0.08886259669531212,0.6619245409965515,1,0.30212552148360183,0.17794337879888444,32,0.7483842372894287,1,0.6479352838890149,0.47921913512594666
3400000003,a fresh green herb,True,0.793533980846405,1,0.7241717268562906,0.5676090913645396,19,0.7306777238845825,1,0.5511916158613392,0.38044479994435654,0.8074498176574707,1,0.7306154044639401,0.5755666226242504,32,0.793533980846405,1,0.7241717268562906,0.5676090913645396
3000000001,the lush green lawn,True,0.6125161051750183,1,0.7455936496331306,0.5943796835970026,30,0.5248288512229919,1,0.8622459644640575,0.757849181398767,0.6777933835983276,1,0.83310972688069,0.7139572126637376,32,0.6125161051750183,1,0.7455936496331306,0.5943796835970026
5980000006,the cabinet,True,0.7714956402778625,1,0.9508514686582583,0.9063077726870831,22,0.7220195531845093,1,0.7662138236739878,0.6210264293571771,0.7661353945732117,1,0.7817021404443987,0.641634666196935,32,0.7714956402778625,1,0.9508514686582583,0.9063077726870831
6860000002,sliced red onion,True,0.6904815435409546,1,0.9104697831723267,0.835653540498668,25,0.676599383354187,1,0.8742593894356296,0.77660820017618,0.7333922982215881,1,0.8926432532347505,0.8061026907925486,32,0.6904815435409546,1,0.9104697831723267,0.835653540498668
4100000007,a dark blue wall,True,0.39757776260375977,0,0.0,0.0,24,0.5046716332435608,1,0.5510317060895823,0.38029245250251814,0.5158563256263733,1,0.6502984517813841,0.48180907300556264,24,0.5046716332435608,1,0.5510317060895823,0.38029245250251814
5740000004,a green flower-like design,True,0.740543782711029,1,0.7356883017422937,0.5818883925191186,21,0.53770512342453,1,0.726286747217201,0.5702121302659098,0.6650089025497437,1,0.7207874384813686,0.563461820313645,32,0.740543782711029,1,0.7356883017422937,0.5818883925191186
